,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Labels,Labels_list
5352,26w1A69Yd7Ey3is2HZZ1nb,India,40,379786,0,The Psychedelic Furs,['0O0lrN34wrcuBenkqlEDZe'],1980,0.29,0.837,11,-6.633,0,0.0837,0.00138,0.157,0.377,0.202,158.394,4,"tenderness, sadness","['tenderness', 'sadness']"
5353,2wKsVeNrzorCLCix24ljAU,Midnight Driver,40,464067,0,Minako Yoshida,['5vYmBw71RC0kABACDCq4Zi'],1980,0.748,0.755,2,-8.155,1,0.0282,0.0456,0.485,0.0559,0.935,104.104,4,sadness,['sadness']
5354,5dG5bJ3e2cTRpNPZNnP8yt,Autograph,40,220040,0,John Denver,['7EK1bQADBoqbYXnT4Cqv9w'],1980-02-01 00:00:00,0.472,0.259,7,-14.038,1,0.0278,0.275,0.000341,0.105,0.492,84.451,4,tenderness,['tenderness']
5355,1KM6Tm3SgkFa3drVwRXLP5,Galtee Mountain Boy,40,225291,0,Paddy Reilly,['1XIifqPXfWSoTQfrcuXXtX'],1980-01-01 00:00:00,0.465,0.0508,8,-27.142,1,0.0353,0.9,0.0,0.0685,0.465,120.023,3,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5356,4fLyo0TfSm6eZuYpK33Wye,And Love Goes On,40,244787,0,"Earth, Wind & Fire",['4QQgXkCYTt3BlENzhyNETg'],1980-10-14 00:00:00,0.72,0.626,11,-10.509,1,0.035,0.201,4.57e-05,0.0575,0.913,123.029,4,tenderness,['tenderness']
5357,2AkPNPNHNFCbvqQFlFmdPN,Love Will Tear Us Apart (Martin Hannett Sessions),40,196827,0,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],1980,0.47,0.812,11,-8.43,0,0.104,0.00122,0.821,0.135,0.686,148.069,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
5358,6VrvaMokOrBK1iAtUX7Obo,Hot Rod Hearts,40,220160,0,Robbie Dupree,['3jrgftS3TYbNxcPt5itKhz'],1980,0.558,0.691,7,-6.734,1,0.0342,0.321,4.57e-05,0.762,0.714,117.902,4,tenderness,['tenderness']
5359,3c0Ys2ie05I4Csansv7Jhi,Hurt so Bad,40,196000,0,Linda Ronstadt,['1sXbwvCQLGZnaH0Jp2HTVc'],1980,0.63,0.432,7,-9.454,0,0.0275,0.371,7.11e-05,0.11,0.604,99.889,4,"tenderness, sadness","['tenderness', 'sadness']"
5360,0msXWArVTlKwkv5KTyBC1x,Lady Evil - 2009 Remaster,40,262573,0,Black Sabbath,['5M52tdBnJaKSvOpJGz8mfZ'],1980-04-25 00:00:00,0.583,0.677,4,-13.429,1,0.0298,0.00239,0.000982,0.0982,0.886,123.667,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5361,4c4bYE3AJUQJJeo1GxSVoh,Wango Tango,40,288000,0,Ted Nugent,['21ysNsPzHdqYN2fQ75ZswG'],1980,0.461,0.903,2,-9.257,1,0.222,0.0123,0.000379,0.686,0.601,171.603,4,"joyful activation, power, tenderness","['joyful activation', 'power', 'tenderness']"
5362,7I2F04fUq0DAetR5BMcQYc,Because You're Frightened - Remastered 2007,40,237653,0,Magazine,['4VuMnSnoTGrma3a79UhfMs'],1980,0.488,0.862,7,-8.052,1,0.0371,0.00275,0.193,0.329,0.617,89.818,4,sadness,['sadness']
5363,1Zl7sACtkrBOYZwAUDVSaq,I Can't Tell You Why - Live; 1999 Remaster,40,317933,0,Eagles,['0ECwFtbIWEVNwjlrfc6xoL'],1980-11-07 00:00:00,0.473,0.527,2,-8.924,1,0.0242,0.312,0.0434,0.834,0.451,84.505,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
5364,6lImdoowecIVJXcgbdSpYw,Send a Little Love My Way (Like Always),40,226853,0,Stephen Bishop,['3JhRHqCi8HEzkJVWt19LtN'],1980-10-08 00:00:00,0.594,0.421,9,-11.051,1,0.0602,0.681,0.000102,0.0736,0.545,72.901,4,tenderness,['tenderness']
5365,7mGQuNKMUW2HDr97ypidbi,Amigo - 2013 Remaster / Single Version,40,246227,0,Black Slate,['4huwZ2KmII41Er1kEdaVOR'],1980-01-01 00:00:00,0.837,0.65,1,-8.695,1,0.0775,0.0449,0.000108,0.204,0.817,121.752,4,"power, tension, sadness","['power', 'tension', 'sadness']"
5366,3JZDax8w9XaM2SXVim3lxd,Entre Nous,40,277133,0,Rush,['2Hkut4rAAyrQxRdof7FVJq'],1980-01-01 00:00:00,0.585,0.737,2,-7.474,1,0.0388,0.0587,1.48e-06,0.352,0.629,126.62,4,sadness,['sadness']
5367,73v4IRw6hcK783pvqNQJK5,Dolor,40,186427,0,Vicente Fernández,['4PPoI9LuYeFX8V674Z1R6l'],1980,0.499,0.416,0,-9.508,1,0.0274,0.35,3.52e-06,0.377,0.705,107.869,4,sadness,['sadness']
5368,5akz2o4JYMgDFQ6im513jQ,Colors / Dance,40,624188,0,George Winston,['3jdODvx7rIdq0UGU7BOVR3'],1980-01-01 00:00:00,0.242,0.309,6,-15.947,0,0.0442,0.988,0.904,0.112,0.0619,153.19,4,"power, tension","['power', 'tension']"
5369,0HVcrYPa2AtPXTS1clLL1e,16 Toneladas,40,191240,0,Los Hermanos Barron,['2kAjmak5w94nKWQO2Q8oYH'],1980,0.639,0.561,10,-7.886,0,0.0632,0.541,0.000133,0.0909,0.873,97.319,4,"power, tension","['power', 'tension']"
5370,6i7EKMsCi6fU6IhWaugzwy,Wishing Well - 2009 Remaster,40,244840,0,Black Sabbath,['5M52tdBnJaKSvOpJGz8mfZ'],1980-04-25 00:00:00,0.439,0.759,3,-13.139,0,0.0415,0.000158,0.00016,0.146,0.684,143.277,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5371,29WXCGyb4nYzFu5gnKwU8T,Kaw-Liga,40,264600,0,"Hank Williams, Jr.",['2dyeCWctcFRt3Pha76ONgb'],1980,0.744,0.755,11,-10.706,0,0.0481,0.365,0.0159,0.0706,0.72,105.169,4,"tenderness, sadness","['tenderness', 'sadness']"
5372,4IHxeAuLfjJ0gBYUrsapE4,Nothing Left to Lose,40,247867,0,The Alan Parsons Project,['2m62cc253Xvd9qYQ8d2X3d'],1980-11-01 00:00:00,0.457,0.573,10,-8.803,1,0.0322,0.23,4.43e-06,0.0827,0.512,151.267,4,tension,['tension']
5373,3H0b2eKFAD5sb2n2UeaRlB,Portrait of My Love,40,165493,0,Matt Monro,['06kr5yNAM2rOf4DXemM8fl'],1980,0.271,0.123,0,-15.139,1,0.0318,0.846,5.86e-06,0.34,0.128,78.916,4,tenderness,['tenderness']
5374,2aomvd9HuZn8kV5BXn2r2M,Humpin',40,315360,0,The Gap Band,['4TwHRCIu3Xg9fjS3l7owkp'],1980-12-08 00:00:00,0.783,0.731,7,-12.756,1,0.067,0.181,2.45e-06,0.159,0.599,108.813,4,tenderness,['tenderness']
5375,2HaS8ukAb0Y7kn8cpMCasQ,Embarrassment,40,191853,0,Madness,['4AYkFtEBnNnGuoo8HaHErd'],1980-09-26 00:00:00,0.352,0.829,5,-4.892,0,0.0348,0.121,0.0668,0.183,0.866,73.532,4,"tension, sadness","['tension', 'sadness']"
5376,4CF2s4PZJZlRfiOB7NY90J,Mamma Mia - Spanish Version,40,213400,0,ABBA,['0LcJLqbBmaGUft1e9Mm8HV'],1980,0.719,0.674,2,-9.066,1,0.0336,0.366,0.0,0.279,0.784,137.721,4,sadness,['sadness']
5377,50Ntr9OdCOLf18tC4JXTVn,MacArthur Park - Single Version,40,235333,0,Donna Summer,['2eogQKWWoohI3BSnoG7E2U'],1980-09-08 00:00:00,0.557,0.679,4,-10.618,0,0.0449,0.0703,0.000268,0.0294,0.449,131.62,4,sadness,['sadness']
5378,7rLB8H9GIzlxgXxXVqQltR,The Eternal - 2007 Remaster,40,364293,0,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],1980,0.507,0.474,2,-14.043,1,0.0516,0.745,0.1,0.106,0.327,109.574,4,"power, tension, sadness","['power', 'tension', 'sadness']"
5379,1nnhJRPj841KPX46NapQy0,Fade Away,40,281360,0,Bruce Springsteen,['3eqjTLE0HfPfh78zjh6TqT'],1980-10-17 00:00:00,0.562,0.506,2,-9.148,1,0.0257,0.0191,2.31e-06,0.33,0.715,105.745,4,"tenderness, sadness","['tenderness', 'sadness']"
5380,4YpfmqLbLNYwFErBLPCthl,Bem-Me-Quer,40,257507,0,Rita Lee,['7dnT2FUXhjirperXaH22IJ'],1980-05-05 00:00:00,0.808,0.708,11,-11.969,0,0.052,0.059,0.00141,0.0632,0.967,135.564,4,sadness,['sadness']
5381,6O984dPcYFnGhnIGCBwlkf,Four Walls - 2011 Remastered,40,142801,0,Cold Chisel,['1VcbchGlIfo3Gylxc3F076'],1980,0.54,0.257,5,-9.182,1,0.0282,0.779,0.0,0.117,0.237,135.615,4,"power, tension","['power', 'tension']"
5382,0RyXzD324olLudPBJWvmSf,See You One More Time,40,232013,0,The Marshall Tucker Band,['59QxeZBL6k9L4oJBGSyukd'],1980-02-27 00:00:00,0.714,0.572,5,-14.814,1,0.0429,0.393,0.000146,0.191,0.831,132.238,4,sadness,['sadness']
5383,5SOKObsm1zwSbEENEhfQYo,Promessa,40,174000,0,Noca Da Portela,['4EldGA7pMrLTLd6TbMDjRC'],1980-09-16 00:00:00,0.716,0.599,2,-14.892,1,0.365,0.502,0.0104,0.103,0.967,91.655,4,"tension, sadness","['tension', 'sadness']"
5384,1SGpEwVittlnVr7AU1XKyh,La Primera Cosa Bella,40,195440,0,Nicola Di Bari,['31Pfw9p5mZPeKqZSaiXzqk'],1980-01-04 00:00:00,0.265,0.493,1,-11.833,1,0.0322,0.722,4.14e-06,0.113,0.507,91.679,4,sadness,['sadness']
5385,23jVxTxLbOCZJjUuc79aZR,Cuando Se Acaba el Amor,40,280082,0,Guillermo Davila,['3ErvPRFbV1erbK7bSqXQvc'],1980-08-27 00:00:00,0.265,0.745,1,-3.781,1,0.0465,0.203,0.0,0.207,0.537,158.121,3,sadness,['sadness']
5386,3OZG87f4TFHCt0t9VStdH0,I Will Follow - Remastered 2008,40,217387,0,U2,['51Blml2LZPmy7TTiAg47vQ'],1980-10-20 00:00:00,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,4,"nostalgia, power","['nostalgia', 'power']"
5387,6S04qCT9xjWPtgBK4UoPEQ,It's No Game (Pt. 1) - 2017 Remaster,40,257467,0,David Bowie,['0oSGxfWSnnOXhD2fKuz2Gy'],1980,0.492,0.798,7,-8.638,1,0.0571,0.11,3.11e-05,0.489,0.527,101.405,4,"power, tension, sadness","['power', 'tension', 'sadness']"
5388,58lmkRQMpm7xNrFWgVx5yj,Ewan,40,175987,0,APO Hiking Society,['4RA4PC3WHM9OHZLExirTcU'],1980,0.367,0.537,2,-8.07,1,0.0345,0.74,0.0136,0.23,0.281,66.045,3,tension,['tension']
5389,25KYhx2XbHxMChvCg0pOna,Fool's Overture - Live At Pavillon de Paris/1979,40,657800,0,Supertramp,['3JsMj0DEzyWc0VDlHuy9Bx'],1980-09-01 00:00:00,0.253,0.394,3,-12.41,1,0.0474,0.378,0.05,0.961,0.0723,70.702,4,tension,['tension']
5390,0Pawjj5J6FltwqbfSjsvyp,The Rage,39,284427,0,Judas Priest,['2tRsMl4eGxwoNabM08Dm4I'],1980,0.344,0.751,9,-6.157,0,0.0718,0.00441,0.0285,0.133,0.553,153.422,4,"tension, sadness","['tension', 'sadness']"
5391,61i3tMeBgaLEAaGZcBLALc,Rock Hard,39,200933,0,Suzi Quatro,['15jHZ1EZwmm2QDjKctvqJQ'],1980,0.39,0.873,2,-7.267,1,0.0403,0.00154,1.17e-05,0.081,0.852,173.921,3,"joyful activation, tenderness","['joyful activation', 'tenderness']"
5392,10z1bj9T7hpJ9bfIlsHF1s,"Lady, Sweet Lady",39,340827,0,Barry White,['3rfgbfpPSfXY40lzRK7Syt'],1980,0.674,0.508,1,-10.654,1,0.0367,0.0633,0.0,0.129,0.896,110.592,4,"tenderness, sadness","['tenderness', 'sadness']"
5393,2WX2HSBKkcKVvqTukHZS22,How Do I Make You,39,144773,0,Linda Ronstadt,['1sXbwvCQLGZnaH0Jp2HTVc'],1980,0.42,0.822,11,-8.269,1,0.0542,0.000427,3.83e-05,0.166,0.843,165.936,4,tenderness,['tenderness']
5394,1yDAwVzuGYZ7atDPgxLaO4,El Amor de Mi Vida,39,336827,0,Camilo Sesto,['2Cy7KBSkqu7otJfuMTWT7Y'],1980-01-04 00:00:00,0.321,0.364,4,-9.999,0,0.0284,0.614,0.00479,0.2,0.103,99.356,4,sadness,['sadness']
5395,5qwdIO55XtliaaSs9ccptC,You Better Run,39,185027,0,Pat Benatar,['43mhFhQ4JAknA7Ik1bOZuV'],1980-08-05 00:00:00,0.605,0.621,9,-10.495,1,0.0532,0.102,0.000744,0.22,0.696,125.701,4,"tenderness, sadness","['tenderness', 'sadness']"
5396,4naT5ijVd5JOXk3NoHmizz,Terlambat Sudah,39,214032,0,Panbers,['1cYy6SfKdpAPH83wIR7GBb'],1980-01-01 00:00:00,0.34,0.364,9,-8.149,1,0.038,0.468,0.0159,0.065,0.499,202.29,3,"tension, sadness","['tension', 'sadness']"
5397,0fe8ABoiVGgW0OUxzJWmNb,Coming to You Live,39,375027,0,Charles Earland,['3ud1yQWO0eEL8hVcXyU0Oi'],1980-04-01 00:00:00,0.679,0.841,10,-8.455,0,0.0507,0.102,0.0246,0.413,0.96,114.593,4,sadness,['sadness']
5398,0iXBlyy82xMdk3t8zdviHj,Cotton Fields,39,160293,0,Shanes,['191kMgIjWIxnfZuehKsfBD'],1980,0.646,0.934,9,-8.726,1,0.0563,0.0696,0.0,0.135,0.961,141.091,4,"tenderness, sadness","['tenderness', 'sadness']"
5399,2eeK8aAZy6o7iyQhvhg5n0,This Bottle (In My Hand),39,170200,0,"David Allan Coe, George Jones","['6nwh8AhPpbwOUnHZJWrHT6', '2OpqcUtj10HHvGG6h9VYC5']",1980-06-01 00:00:00,0.628,0.435,0,-11.298,1,0.0484,0.464,0.0,0.787,0.606,115.345,4,"tenderness, sadness","['tenderness', 'sadness']"
5400,2iyEvZdipDeCmSW8v8PA32,M,39,183427,0,The Cure,['7bu3H8JO7d0UbMoVzbo70s'],1980-04-18 00:00:00,0.802,0.725,0,-10.01,1,0.06,0.0197,0.0434,0.0873,0.594,125.088,4,"tenderness, sadness","['tenderness', 'sadness']"
5401,4BfbGIR6urmMtOaCXv2pCT,The Turn Of A Friendly Card (Part Two),39,202147,0,The Alan Parsons Project,['2m62cc253Xvd9qYQ8d2X3d'],1980-11-01 00:00:00,0.25,0.515,2,-9.227,0,0.0273,0.292,8.21e-05,0.302,0.41,90.742,4,"tension, sadness","['tension', 'sadness']"
5402,55HS624LYOCR3QwOUxWbMJ,Ana Bashaa El Bahr,39,329105,0,Najat Al Saghira,['00Kj91nF1l4o35fAtfDAjW'],1980-01-01 00:00:00,0.47,0.38,5,-11.53,0,0.0605,0.086,0.0029,0.24,0.614,170.706,4,sadness,['sadness']
5403,7xsnsgkBFZr0uhHMXIc2h2,Jailbait,39,211107,0,Motörhead,['1DFr97A9HnbV3SKTJFu62M'],1980-11-08 00:00:00,0.133,0.977,11,-5.77,1,0.346,0.00133,0.00717,0.111,0.0394,77.471,4,tenderness,['tenderness']
5404,0QIl1aNSEMQL7BryNIi6dB,Is It All Over My Face? - Female Version,39,427990,0,Loose Joints,['0eoOgNAKS0g3piTJlFY173'],1980,0.715,0.675,4,-7.835,0,0.135,0.00439,0.434,0.0779,0.818,120.102,4,"power, tension, sadness","['power', 'tension', 'sadness']"
5405,1KhMXR7WYG4J3DiIqlG2Ej,Same Old Song And Dance - Single Version,39,182560,0,Aerosmith,['7Ey4PD4MYsKc5I2dolUwbH'],1980-11-11 00:00:00,0.509,0.74,9,-8.427,1,0.0384,0.199,0.0,0.391,0.608,132.709,4,tenderness,['tenderness']
5406,2qODs6APT7sJTne7AZJPmx,Bibi Blocksberg Lied,39,88874,0,Bibi Blocksberg,['3t2iKODSDyzoDJw7AsD99u'],1980,0.704,0.684,10,-12.502,1,0.0817,0.146,0.0,0.424,0.712,134.507,4,sadness,['sadness']
5407,5S1EGIdfMTEvho3JST4ce4,Don't Forget Me,39,185533,0,Captain & Tennille,['7BEfMxbaqx6dOpbtlEqScm'],1980,0.509,0.336,7,-7.777,1,0.0264,0.821,0.0,0.204,0.18,111.023,4,"nostalgia, sadness","['nostalgia', 'sadness']"
5408,0WgKhkKmJubhBdskFdrJeE,Me Myself I,39,197240,0,Joan Armatrading,['1bdAJUX6JPsnYHbTl5jbk6'],1980-01-01 00:00:00,0.632,0.361,4,-15.37,1,0.0334,0.00446,1.33e-05,0.0718,0.884,132.418,4,tenderness,['tenderness']
5409,1raM9iX3HPhZvINoYCSWc9,Up the Hill Backwards - 2017 Remaster,39,195987,0,David Bowie,['0oSGxfWSnnOXhD2fKuz2Gy'],1980,0.385,0.85,2,-9.151,1,0.0602,0.00507,0.0189,0.119,0.949,182.182,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5410,2A5OYs01OjAhVkNhqlNYtK,Hush-A-Bye Hard Times,39,227267,0,Dolly Parton,['32vWCbZh0xZ4o9gkz4PsEU'],1980,0.674,0.799,4,-7.269,1,0.0356,0.0716,0.0,0.135,0.731,119.498,4,sadness,['sadness']
5411,2TMSiG5oJepgY2N6W7PklZ,Desperado - Live; 1999 Remaster,39,237760,0,Eagles,['0ECwFtbIWEVNwjlrfc6xoL'],1980-11-07 00:00:00,0.313,0.401,7,-12.144,1,0.0396,0.86,0.0223,0.978,0.183,117.995,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5412,3Z4poAx8XqlR2xm7eFwQ37,Flash's Theme - Remastered 2011,39,209987,0,Queen,['1dfeR4HaWDbWqFHLkxsg1d'],1980-12-05 00:00:00,0.494,0.517,9,-12.172,0,0.11,0.491,0.0255,0.47,0.2,108.939,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
5413,58rplquuzBc59PsN9MEHpU,Hands Up,39,192227,0,Ottawan,['4FPjAd9hBB9iaiq8qCkNf7'],1980,0.886,0.849,8,-5.933,1,0.0359,0.43,0.0,0.0669,0.98,123.2,4,tenderness,['tenderness']
5414,2VXix69NeePrBe9boQLBSM,Tiada Lagi,39,226600,0,"""The Mercys""",['2QrTiM5ZMIwqn5DQrq9tXc'],1980,0.6,0.506,10,-9.461,1,0.0326,0.347,0.211,0.127,0.381,134.027,4,"power, tension","['power', 'tension']"
5415,62ckogL6wRdFuiPWV8c1U3,Steeler,39,269107,0,Judas Priest,['2tRsMl4eGxwoNabM08Dm4I'],1980,0.468,0.981,9,-5.926,1,0.0467,0.00124,0.264,0.294,0.438,105.012,4,tension,['tension']
5416,6HEZdvM9bsnCoD5an7T71P,I Gotta Keep On Moving,39,249693,0,Bunny Wailer,['389zc5Rwe0MPcE6mSF4AjC'],1980-10-13 00:00:00,0.797,0.388,3,-15.304,1,0.171,0.0252,0.0992,0.0548,0.945,82.212,4,"solemnity, power, tension","['solemnity', 'power', 'tension']"
5417,6XMg9IQsc2MY0G55dFlnoY,In The Midnight Hour,39,192867,0,Roxy Music,['3fhOTtm0LBJ3Ojn4hIljLo'],1980-06-01 00:00:00,0.709,0.654,0,-5.904,1,0.0272,0.159,1.52e-05,0.101,0.829,108.968,4,tenderness,['tenderness']
5418,1wQwQ42IDQhxWOMlvjGS9g,Some Broken Hearts Never Mend,39,161893,0,Telly Savalas,['1MtmtQbk7jz7LLOFU3utKf'],1980,0.501,0.347,9,-15.668,1,0.0289,0.699,0.00453,0.0913,0.742,92.252,4,"power, tension","['power', 'tension']"
5419,5tE3KbIFvkUwxs4SKuV6s3,Loraine,39,249427,0,Linton Kwesi Johnson,['0bvRYuXRvd14RYEE7c0PRW'],1980-01-01 00:00:00,0.545,0.318,11,-15.847,0,0.0699,0.00521,0.00516,0.0617,0.74,152.351,4,sadness,['sadness']
5420,6SLDcllLfIgLJHfP2SH73a,Change - 2005 Digital Remaster,39,240133,0,Killing Joke,['0Zy4ncr8h1jd7Nzr9946fD'],1980-10-05 00:00:00,0.707,0.688,0,-8.001,0,0.0916,0.00631,0.546,0.144,0.749,138.015,4,sadness,['sadness']
5421,6yj7fSEuePRyaYO5gIbGSx,The Asteroid Field,39,255720,0,"John Williams, London Symphony Orchestra","['3dRfiJ2650SZu6GbydcHNb', '5yxyJsFanEAuwSM5kOuZKc']",1980-01-01 00:00:00,0.31,0.379,5,-14.322,1,0.0391,0.391,0.934,0.067,0.155,84.09,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5422,2BlPpQDClWGXuYttAmQcBY,Different Strings,39,229067,0,Rush,['2Hkut4rAAyrQxRdof7FVJq'],1980-01-01 00:00:00,0.748,0.394,7,-10.35,1,0.0344,0.434,2.95e-05,0.0633,0.255,126.741,4,tension,['tension']
5423,3IEs5UmjbMmCMHE7LjXRPT,I Can't Help It,39,247493,0,"Andy Gibb, Olivia Newton-John","['4YPqbAiLzBg5DIfsgQZ8QK', '4BoRxUdrcgbbq1rxJvvhg9']",1980-02-02 00:00:00,0.567,0.369,0,-10.127,1,0.0301,0.45,9.38e-05,0.122,0.297,135.458,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']"
5424,0Q56LPrOBBRbh0XfyqbhXR,Strange Kind Of Woman,39,233867,0,Deep Purple,['568ZhdwyaiCyOGJRtNYhWf'],1980,0.57,0.745,4,-10.266,0,0.0423,0.00409,0.39,0.335,0.865,125.906,4,"tenderness, sadness","['tenderness', 'sadness']"
5425,1adtXXpTDkhVhfV5oUq3YQ,Killing An Arab,39,142733,0,The Cure,['7bu3H8JO7d0UbMoVzbo70s'],1980,0.704,0.558,11,-14.129,0,0.477,0.00189,0.000179,0.136,0.396,167.537,4,tension,['tension']
5426,49Zt8N0m0RLLFzCELwV7yG,Isolation - 2020 Digital Master,39,173400,0,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],1980-07-18 00:00:00,0.528,0.784,0,-7.374,1,0.0485,0.0373,0.0193,0.0861,0.778,75.659,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
5427,4KEtcU39s4wPgZn5M9qbGo,Take It To The Top,39,258533,0,Kool & The Gang,['3VNITwohbvU5Wuy5PC6dsI'],1980-09-29 00:00:00,0.875,0.547,4,-13.6,0,0.0941,0.105,7.34e-05,0.094,0.876,118.13,4,tenderness,['tenderness']
5428,6exfsW3tiYeKR8tV5AUPlb,Heartache Tonight - Live; 1999 Remaster,39,273933,0,Eagles,['0ECwFtbIWEVNwjlrfc6xoL'],1980-11-07 00:00:00,0.655,0.761,7,-6.023,1,0.0442,0.0183,0.0606,0.983,0.628,114.257,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
5429,2GgwJgn9TwTa9Io8vhzpme,Whine & Grine / Stand Down Margaret,39,225987,0,The Beat,['4R90PNicCsCsEoRm8XwiMS'],1980-05-01 00:00:00,0.746,0.749,7,-9.959,1,0.052,0.091,1.52e-05,0.0502,0.871,170.183,4,power,['power']
5430,46fLCB8cIhNlL2o097sXop,Berlin,39,194240,0,Ideal,['14Oz8FdDXMirWulgEYaLaG'],1980,0.58,0.936,4,-9.14,1,0.0592,0.327,4.7e-05,0.131,0.78,102.98,4,"tension, sadness","['tension', 'sadness']"
5431,4ZgnqSpDabJpMQ4Obc6YGf,Mountain Music,39,251587,0,Alabama,['6rJqqRce0Kvo2dJUXoHleC'],1980,0.524,0.538,9,-7.892,1,0.0561,0.113,5.62e-06,0.0666,0.703,110.001,4,joyful activation,['joyful activation']
5432,7CSrmKCRz7g9Z4GdKg3Asn,Colony - 2007 Remaster,39,235053,0,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],1980,0.6,0.88,0,-7.292,1,0.0445,0.00559,0.46,0.656,0.808,137.612,4,"power, tension, sadness","['power', 'tension', 'sadness']"
5433,7HRAvFFmKLydyLtX5LBOwH,Survival,39,196093,0,America,['35U9lQaRWSQISxQAB94Meo'],1980-01-01 00:00:00,0.704,0.471,10,-13.969,0,0.0291,0.0279,0.0,0.247,0.743,127.451,4,sadness,['sadness']
5434,5XaZKjQpZShQTtVpiFsco9,Di Batas Kota Ini,39,288374,0,Tommy J Pisa,['436nHdzLYSZ9wTMSi8jkwk'],1980-01-01 00:00:00,0.551,0.534,2,-8.197,0,0.0298,0.289,2.26e-05,0.0798,0.243,156.094,4,sadness,['sadness']
5435,0Ab4lEHfPY98aqtQrKQbUu,It Had To Be You,39,234667,0,Frank Sinatra,['1Mxqyy3pSjf8kZZL4QVxS0'],1980-03-26 00:00:00,0.285,0.142,10,-18.543,1,0.0361,0.809,8.4e-05,0.0905,0.15,138.069,4,tenderness,['tenderness']
5436,0nZbWSl0yBsxtDQj7uWgdl,"On The Robert E. Lee - From ""The Jazz Singer"" Soundtrack",39,122133,0,Neil Diamond,['7mEIug7XUlQHikrFxjTWes'],1980-11-10 00:00:00,0.624,0.479,10,-14.201,1,0.0396,0.284,0.0,0.085,0.636,100.799,4,power,['power']
5437,05pK81o3qm38lC1pzXS11K,The Hammer,39,164933,0,Motörhead,['1DFr97A9HnbV3SKTJFu62M'],1980-11-08 00:00:00,0.305,0.995,1,-5.905,1,0.143,0.000673,6.91e-05,0.481,0.13,138.469,4,"power, sadness","['power', 'sadness']"
5438,6uvdSA5CPnHlcOXPTLevSr,You Can Look (But You Better Not Touch),39,155133,0,Bruce Springsteen,['3eqjTLE0HfPfh78zjh6TqT'],1980-10-17 00:00:00,0.429,0.993,0,-6.162,1,0.0556,0.00377,0.00677,0.479,0.569,157.594,4,"tension, sadness","['tension', 'sadness']"
5439,35EGVPxSBCbYGC3gbu5qM3,Ramrod,39,244267,0,Bruce Springsteen,['3eqjTLE0HfPfh78zjh6TqT'],1980-10-17 00:00:00,0.558,0.935,6,-5.71,1,0.0438,0.0532,0.0827,0.131,0.468,137.581,4,"joyful activation, tenderness","['joyful activation', 'tenderness']"
5440,70t2CqFzXCRkWWFlsddw4B,Me Voy Pa'l Pueblo,39,176627,0,Los Panchos,['3Ker27Wbb9OcUHGs54JIAz'],1980-01-12 00:00:00,0.797,0.542,9,-13.11,1,0.035,0.797,0.0,0.227,0.961,120.655,4,sadness,['sadness']
5441,3bJxvUhRN4nJgab71HkIjc,Evidently Chickentown,39,142480,0,John Cooper Clarke,['0EOkMBYWbDnVqwfHA4zq32'],1980,0.505,0.646,0,-15.064,1,0.0363,0.2,3.15e-06,0.252,0.462,202.36,4,"tension, sadness","['tension', 'sadness']"
5442,04u8JJN1TTwFrFkYnLlaPU,Close Enough to Perfect,39,212640,0,Alabama,['6rJqqRce0Kvo2dJUXoHleC'],1980,0.588,0.442,7,-9.71,1,0.0274,0.148,0.0,0.0445,0.402,135.476,4,tenderness,['tenderness']
5443,0KE2pycf0VOY4Tj1XVyrk4,The Price You Pay,39,326893,0,Bruce Springsteen,['3eqjTLE0HfPfh78zjh6TqT'],1980-10-17 00:00:00,0.548,0.673,7,-7.929,1,0.0265,0.122,0.00107,0.0492,0.726,105.39,4,sadness,['sadness']
5444,50uOAw0RqPWrnBpQfE6wao,Poder Da Criação,39,229826,0,João Nogueira,['5gcpKqNGPhEtKW5G1ZUZPK'],1980-01-03 00:00:00,0.369,0.765,9,-9.407,0,0.0457,0.0255,2.42e-05,0.643,0.663,94.451,4,sadness,['sadness']
