,track_id,explicit,mode,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms_norm,danceability_norm,energy_norm,key_norm,loudness_norm,tempo_norm,time_signature_norm,col1|activation,col1|amazement,col1|joyful,col1|nostalgia,col1|power,col1|sadness,col1|solemnity,col1|tenderness,col1|tension
10,6HsZXE13m5gTLOy2YobIaD,0,1,0.0647,0.501,1.36e-05,0.0565,0.747,0.06041595153556526,0.5704081632653062,0.411,0.09090909090909091,0.8314928964630649,0.6583762136907474,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
11,6Kn9byJnmA0c0Su3JLFrMg,0,1,0.0644,0.973,0.0513,0.136,0.625,0.0668836419124036,0.6051020408163266,0.259,0.0,0.8350858687411411,0.515624083953802,0.8,0.0,0.0,0.0,0.0,0.0,0.6795496683616639,0.0,0.0,0.7336295033799775
12,6L47cvJNgod0eiVv23eJwZ,0,0,0.044,0.965,0.729,0.212,0.73,0.0510613662937258,0.7122448979591837,0.246,0.18181818181818182,0.7863664831723638,0.7043758258508801,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
13,6LUaIxp8NBLI50TZhwKB4U,0,0,0.0771,0.969,0.0369,0.118,0.838,0.06662887645752659,0.6428571428571429,0.445,0.6363636363636364,0.7856577776312753,0.5636756395975485,0.8,0.0,0.0,0.0,0.0,0.0,0.6795496683616639,0.0,0.0,0.7336295033799775
14,6MNQukyVgzEuGooGDYpCEP,0,1,0.0682,0.814,0.0,0.074,0.814,0.06135456110616479,0.5887755102040816,0.252,0.4545454545454546,0.7668358769819033,0.673641771255654,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,6OFhwUIW1UPG0qmF5Zlr5L,0,1,0.0482,0.964,0.659,0.399,0.681,0.06628025004558961,0.4877551020408163,0.203,0.9090909090909092,0.71477074199822,0.5094411949075723,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
16,6R80CS19naknZ6CYSPHz1R,0,1,0.0577,0.856,0.000132,0.293,0.779,0.056044712678201734,0.6612244897959184,0.229,0.0,0.7772027557108482,0.3500705778363045,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
17,6RFHRWpkwPrgp1rRMh27sI,0,1,0.0476,0.84,0.249,0.174,0.553,0.05874891389463974,0.7224489795918367,0.427,0.2727272727272727,0.7781751656393183,0.6398320563179566,0.8,0.0,0.0,0.0,0.0,0.8113530177814198,0.5845564819048568,0.0,0.0,0.0
18,6WKMEp3wLmRg48LFd8QcxG,0,1,0.129,0.95,0.00477,0.322,0.61,0.049676581959387706,0.7285714285714285,0.135,0.09090909090909091,0.7825757326037512,0.5891332680920534,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,6ZrlpTIuCuaBNZnDDSQeHt,0,1,0.123,0.86,0.168,0.0926,0.289,0.08005401027643394,0.5765306122448979,0.164,0.18181818181818182,0.7450802650229094,0.3527764373751358,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
20,6hL7g9HT5H4OMUSkaoGE0w,0,0,0.0663,0.983,3.93e-05,0.0952,0.187,0.06866230704868971,0.38673469387755105,0.133,0.36363636363636365,0.8044796782806474,0.3494888180354558,0.6000000000000001,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
21,6hj2mfj90BI67oRMuWLnB2,0,1,0.0495,0.692,1.22e-06,0.131,0.45,0.08403840790362894,0.513265306122449,0.32,0.8181818181818182,0.7817186933447605,0.27082948124162876,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
22,6jcMHOCEAB0HQ1XiR8V0GS,0,0,0.0433,0.951,0.0,0.189,0.639,0.04992162610085494,0.7193877551020408,0.23,0.6363636363636364,0.8105613607146389,0.6295046924114169,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,6pMoPy6ZddeU3jXPntPx3a,0,1,0.101,0.849,0.745,0.113,0.689,0.07856530845392233,0.8357142857142856,0.412,0.18181818181818182,0.7401522892837129,0.5403466206069243,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,6s18zKRvspRIFdwTrtXtZh,0,0,0.113,0.93,0.315,0.0548,0.668,0.05111265460240499,0.8642857142857143,0.176,0.18181818181818182,0.794870949665425,0.583577236505653,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
25,6ssyGeJUY9grIGFixiQ0m6,0,1,0.0354,0.961,0.000738,0.323,0.62,0.06745116548491253,0.5153061224489796,0.299,0.9090909090909092,0.8223126874773379,0.42896442245683025,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
26,71Izujs3JNObaCwMs3iPNh,0,1,0.0411,0.986,0.351,0.0904,0.864,0.055088336569301566,0.7438775510204082,0.213,0.7272727272727273,0.7607706760721231,0.6484231603537461,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
27,71cBtkNShka7ubuLfrJJvK,0,1,0.047,0.885,0.0,0.675,0.785,0.056281711594778114,0.7602040816326531,0.219,0.4545454545454546,0.7985792926129809,0.5354219562462512,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
28,7CShHdqNACCQ276T8T46bR,0,1,0.0445,0.859,0.00109,0.171,0.468,0.06438057131823692,0.7734693877551021,0.254,0.7272727272727273,0.7930909450505983,0.5571454985771689,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
29,7GyGDJhHWJl0R0Ug0TLiQK,0,0,0.185,0.926,0.145,0.207,0.873,0.056156675391266106,0.5755102040816326,0.38,0.8181818181818182,0.7620397534363978,0.8982371325104513,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
30,7HJ6k20mE6Q2rEszelKBBQ,0,1,0.0573,0.971,0.000642,0.188,0.602,0.055226781480965,0.6183673469387755,0.254,0.4545454545454546,0.7728021887464153,0.5947614559328226,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
31,7HY8wFI8rDuLF83WEfkm0Z,0,1,0.0451,0.984,0.000738,0.214,0.769,0.06031337491820688,0.5663265306122449,0.35,0.4545454545454546,0.7842238850248872,0.5439093356663856,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
32,7I42KU8QFe1s6To9IOg6Zq,0,1,0.0664,0.917,0.0,0.297,0.585,0.04985894039024704,0.6622448979591837,0.267,0.9090909090909092,0.7383887661930976,0.49403132483392787,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
33,7JexE4guQLwVX9qXEKgu4r,0,0,0.0717,0.918,3.13e-06,0.317,0.755,0.050971863166815054,0.676530612244898,0.327,0.5454545454545454,0.8302238190987903,0.704114259428793,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,7KyeEr0K0ii5tFu8Tq5Z1h,0,1,0.122,0.675,0.0,0.438,0.848,0.05738122566319471,0.7142857142857143,0.474,0.6363636363636364,0.86890595642285,0.5183479825562255,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
35,7d3cMxczmwWKWdV9ZZMWEZ,0,1,0.0347,0.876,0.000154,0.23,0.762,0.06409898844705707,0.7642857142857143,0.263,0.5454545454545454,0.777927942776148,0.5924885339202042,0.8,0.0,0.0,0.0,0.0,0.0,0.6795496683616639,0.0,0.0,0.7336295033799775
36,7drDUXnUvjqgcsqOf2IaRR,0,1,0.0347,0.614,0.0,0.284,0.77,0.08976761367902772,0.2663265306122449,0.329,0.0,0.7809275801826153,0.789154914968364,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
37,7faEYkI582uEtdWq7M5o5P,0,1,0.0408,0.623,0.0,0.194,0.905,0.044459588835373244,0.5051020408163266,0.465,0.0,0.8013152256320665,0.5474495018963565,0.6000000000000001,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
38,7grxuDwuoVRYGxJo7MNl2f,0,0,0.252,0.961,0.869,0.107,0.529,0.01662042897139118,0.6775510204081633,0.0562,0.8181818181818182,0.6098328773444968,0.3789781772428193,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
39,7jqFBYWcqxW8n4UHa7ytiG,0,0,0.0619,0.885,0.00095,0.106,0.64,0.06340609345333234,0.5989795918367347,0.18,0.4545454545454546,0.7853611101954708,0.5352550949080234,0.8,0.0,0.0,0.0,0.7800170006164819,0.0,0.4252338608396057,0.0,0.0,0.459074767706427
40,7m4cs2da8on2FXC6IWJ8Wr,0,1,0.0484,0.834,0.0,0.134,0.831,0.04491850187185566,0.5938775510204082,0.437,0.6363636363636364,0.8060454230807266,0.33373620575355933,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
41,7nS82WsuTGcBLFgSMv4KBU,0,1,0.0503,0.927,0.0,0.363,0.651,0.05199997586432533,0.6969387755102041,0.287,0.2727272727272727,0.8249497313511553,0.5785759061247131,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,7pBTHMNIbeRheuguVvLtY0,0,1,0.0326,0.794,0.00155,0.364,0.647,0.07789420261094367,0.42448979591836733,0.202,0.0,0.733312456735999,0.3672572956737816,0.8,0.0,0.0,0.0,0.0,0.3668634724159235,0.26431456600883146,0.8450590682460517,0.0,0.2853492140826899
43,7qx8VSDxuKshDB83hmWhel,0,1,0.119,0.995,0.335,0.614,0.375,0.06379528120742736,0.4612244897959184,0.263,0.0,0.7765764577908165,0.4138657262301514,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
44,7rOuiFB7fNj3Is1CaoTgyE,0,1,0.0308,0.765,9.78e-06,0.247,0.811,0.0572514964118297,0.6163265306122448,0.493,0.6363636363636364,0.8573853709991099,0.5248014575563383,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
45,7uiXff5ykomRMLfAvmP3xA,0,1,0.475,0.575,0.0459,0.149,0.312,0.05614829494867147,0.7234693877551021,0.456,0.18181818181818182,0.7717308896726769,0.366603379618564,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
46,7vrfqxhccMEPf8bdsOkSyU,0,0,0.178,0.97,0.116,0.161,0.929,0.07125923859991634,0.45,0.452,0.9090909090909092,0.7768401621781982,0.808145539165062,0.6000000000000001,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
47,7vsNLQtuktFtdr6qTKyZTa,0,0,0.167,0.853,0.0492,0.212,0.671,0.06760201345161602,0.6642857142857144,0.57,0.36363636363636365,0.7795925767214952,0.7413559062149084,0.8,0.0,0.0,0.0,0.7800170006164819,0.0,0.4252338608396057,0.0,0.0,0.459074767706427
48,7wax1ZwBaP5O6kCojYvcYP,0,1,0.267,0.836,0.206,0.545,0.953,0.05188801315126096,0.8612244897959184,0.394,0.6363636363636364,0.7919537198800145,0.6182708655593688,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
49,7wiGdcHcyDiqPdzVRocKcQ,0,1,0.0751,0.804,0.117,0.269,0.87,0.06398736095169648,0.7112244897959183,0.355,0.5454545454545454,0.7862675940270956,0.3927735511249611,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
50,04QEv17R8OMFVKoJAVLj8V,0,1,0.0322,0.649,0.742,0.0973,0.963,0.034675924932688285,0.7846938775510205,0.802,0.0,0.8588687081781323,0.5508498653834879,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,0793HhuWz9FPQ9956vG0iZ,0,1,0.166,0.994,0.82,0.408,0.629,0.04293501871855658,0.5204081632653061,0.782,0.18181818181818182,0.8145663710979991,0.5803798124839339,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
52,0A82C1glZbYFAbuchGEaHr,0,0,0.0364,0.996,0.93,0.222,0.211,0.06763888739903244,0.38673469387755105,0.0906,0.09090909090909091,0.5881102284339256,0.27887490360375394,0.6000000000000001,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
53,0KumXgqAcKdabfFszXPZ7b,0,1,0.0459,0.99,0.0552,0.12,0.356,0.07617051317807838,0.3438775510204082,0.413,0.2727272727272727,0.79808484688664,0.5760233786264155,0.6000000000000001,0.0,0.0,0.0,0.7800170006164819,0.0,0.4252338608396057,0.0,0.0,0.459074767706427
54,0Ogu9rTdyAgVa9Hxj6LZyL,0,1,0.0384,0.776,0.386,0.233,0.19,0.08394823434131063,0.7030612244897959,0.426,0.7272727272727273,0.8640109437320763,0.39406334417180405,0.8,0.0,0.0,0.0,0.7800170006164819,0.0,0.4252338608396057,0.0,0.0,0.459074767706427
55,0SevC4SzaBpiX72WPEleQN,0,1,0.161,0.987,0.00237,0.165,0.775,0.11026617626551388,0.4744897959183674,0.707,0.7272727272727273,0.8620661238751359,0.5046743723533311,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
56,0we4g2a3V8KVcUuRiMI2S3,0,1,0.0377,0.377,0.562,0.137,0.671,0.051249088207845704,0.6693877551020408,0.604,0.7272727272727273,0.8627913109404358,0.49845089541401905,0.8,0.0,0.0,0.0,0.7602446626354571,0.0,0.0,0.0,0.6496368623579638,0.0
57,10EpSZuzckyjZOgH22pvyK,0,1,0.0377,0.995,0.962,0.409,0.595,0.061467864690044303,0.45204081632653065,0.338,0.2727272727272727,0.7642482776807199,0.4019238661321091,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
58,1BfqfAeBwVAfAfWwAOro6K,0,1,0.434,0.993,0.505,0.33,0.777,0.015375765637235448,0.5959183673469387,0.532,0.9090909090909092,0.7966839173286746,0.3735664581651566,0.6000000000000001,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
59,1GcnJz2EOk5sCYQIsmr5s5,0,1,0.247,0.985,0.365,0.671,0.664,0.030916793602437168,0.47040816326530616,0.526,0.4545454545454546,0.8273395523618025,0.32633117014895757,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
60,1MndfjFOFhW48IaCw2gyNY,0,1,0.0353,0.984,0.666,0.628,0.38,0.05012711455327548,0.2795918367346939,0.359,0.8181818181818182,0.7736757095296173,0.4432784194172481,0.6000000000000001,0.0,0.0,0.0,0.7800170006164819,0.0,0.4252338608396057,0.0,0.0,0.459074767706427
61,1xSisXE810GsU932Q8lNQk,0,0,0.0413,0.443,0.922,0.0614,0.878,0.04521516953970587,0.6969387755102041,0.685,0.6363636363636364,0.8805254309918581,0.5175903418853527,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
62,2071FA4rwjMzoibHn6ihsm,0,0,0.142,0.995,0.877,0.687,0.678,0.12276041052100878,0.39387755102040817,0.649,0.4545454545454546,0.7896463064904242,0.4499438534145693,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
63,2fjUD5AAIjmWWoFDi4yjAF,0,1,0.0331,0.775,0.915,0.304,0.897,0.050842133915450054,0.7397959183673469,0.731,0.8181818181818182,0.8925404621419388,0.4584312328347036,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
64,2tXeDAaIHxBksEZWq3rc9e,0,1,0.043,0.779,0.89,0.0898,0.917,0.057586714115615244,0.7000000000000001,0.713,0.4545454545454546,0.9096812473217524,0.4017615145597792,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,2yRmN2EZZJnO2yAFndGsXZ,0,1,0.0347,0.985,0.969,0.247,0.236,0.019412457226220998,0.3316326530612245,0.297,0.5454545454545454,0.7496456472294558,0.28775914242291684,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
66,3GTVqVDebpTLFt5tJ5HEEH,0,1,0.0324,0.466,0.822,0.0808,0.271,0.08490494566791458,0.5408163265306123,0.689,0.6363636363636364,0.8811682104361012,0.5915414830816133,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
67,3KO73tBgFKymQrAqoN0YZJ,0,1,0.0494,0.994,0.934,0.428,0.956,0.026993740815034917,0.7622448979591837,0.54,0.9090909090909092,0.8215545373636154,0.5923352018796705,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
68,3wXwUDsITcUQ1MN19IBm8g,0,1,0.0346,0.985,0.935,0.18,0.822,0.030792427834332732,0.613265306122449,0.359,0.4545454545454546,0.8280647394271022,0.5704222493810347,0.8,0.0,0.0,0.0,0.0,0.0,0.6795496683616639,0.0,0.0,0.7336295033799775
69,4LXfqmhQ1HkzvXoCG5ckgX,0,1,0.0504,0.992,0.0173,0.433,0.482,0.08973040451390753,0.36428571428571427,0.417,0.6363636363636364,0.8272077001681115,0.48834000027058594,1.0,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
70,4PCkqLtp3zwC5tMpxrsixP,0,0,0.039,0.741,0.929,0.118,0.604,0.0860131753966296,0.4846938775510204,0.755,0.5454545454545454,0.905396051026799,0.8014936344654349,0.6000000000000001,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
71,4wwaqsDWnw2qehX9ZaSgKV,0,0,0.0344,0.488,0.942,0.142,0.475,0.09164952586807977,0.7397959183673469,0.789,0.0,0.9184988627748294,0.4405274622194362,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,54zbfwVmi21RzRxpUhEcDK,0,1,0.0403,0.74,0.848,0.126,0.96,0.06685682449610075,0.7857142857142857,0.647,0.8181818181818182,0.8334212347957939,0.5141764491005272,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
73,5LUO2jWcLJLy3QkbLjqRRU,0,1,0.0593,0.988,0.869,0.315,0.598,0.03527596462246441,0.36122448979591837,0.543,0.7272727272727273,0.8515673929525003,0.5064692591807559,0.8,0.0,0.0,0.0,0.7800170006164819,0.0,0.4252338608396057,0.0,0.0,0.459074767706427
74,699QQUXbqCNfKG08NuG9sD,0,0,0.233,0.977,0.632,0.664,0.883,0.023600331999613828,0.5510204081632654,0.658,0.8181818181818182,0.8503807232092824,0.3155167515254283,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
75,6CrD8P5OUjybWs7dMUxugY,0,1,0.0756,0.971,0.000791,0.429,0.827,0.038794074423693724,0.5673469387755102,0.687,0.0,0.8600718594455615,0.45300147469344865,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
76,6zJCC1YnyJNk8NrvZNTNc2,0,0,0.0412,0.99,0.889,0.167,0.848,0.02584193278482778,0.4336734693877551,0.318,0.6363636363636364,0.7720605201569041,0.5475261679166235,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
77,7HjgsrBhwRzJUIn2fbB7Tu,0,1,0.0452,0.746,0.665,0.13,0.418,0.06690576628085344,0.4112244897959184,0.454,0.8181818181818182,0.8160332267528101,0.931271167713684,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
78,7j1doqIYkCCDw1f6Ga5fYR,0,1,0.0355,0.63,0.449,0.211,0.733,0.10563011542215978,0.613265306122449,0.706,0.6363636363636364,0.9097471734185978,0.5553957094087246,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,2fzQJzCsURVzw4luzqZPcw,0,1,0.031,0.742,0.0,0.138,0.501,0.05688342737307317,0.5734693877551021,0.255,0.0,0.8198569403698455,0.5141493905051389,0.8,0.0,0.0,0.0,0.0,0.0,0.5378445297959634,0.0,0.8430440449754443,0.0
80,6M3Rbbb4MxILHeOgYl7RyD,0,1,0.0306,0.831,0.0,0.27,0.532,0.05244682106347146,0.49387755102040815,0.319,0.6363636363636364,0.8336190130863302,0.6983147004838979,0.8,0.0,0.0,0.0,0.7023145733313595,0.0,0.3828736262229922,0.0,0.6001350068353344,0.0
81,4hKAtK5wZ2ionlboLtt5Qj,0,1,0.0529,0.462,0.789,0.268,0.38,0.08348798043401308,0.47346938775510206,0.568,0.5454545454545454,0.7853116656228368,0.751511899017322,0.8,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
82,0RoShl3wvKpsqxTGZQLN6M,0,1,0.0463,0.995,0.968,0.111,0.176,0.04614472823230319,0.6295918367346939,0.138,0.5454545454545454,0.6905593829317336,0.34682805615560497,0.6000000000000001,0.0,0.0,0.0,0.0,0.7893407916394196,0.0,0.0,0.0,0.6139553034660212
83,765kaid8bnMhjCKoQ1Ji2B,0,1,0.064,0.966,0.954,0.111,0.576,0.04430103086148268,0.7816326530612245,0.17,0.8181818181818182,0.7044533078419093,0.5543765023157647,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,7uMH3LhITNf4xq4eDrfdah,0,1,0.07,0.26,0.434,0.109,0.119,0.2409642067944606,0.5010204081632653,0.423,1.0,0.722665392095461,0.49408995179060256,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
85,1P3TvrLuFayQPeTD9yBS6b,0,1,0.0522,0.971,0.0,0.242,0.63,0.06323211546506764,0.6510204081632653,0.298,0.4545454545454546,0.8190987902561229,0.5041873176363415,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,6zFK10wnUhahS6rvswtfZp,0,1,0.0657,0.611,0.649,0.351,0.521,0.13541085622646773,0.45408163265306123,0.453,0.09090909090909091,0.7423772950522465,0.7668676519001898,0.8,0.0,0.0,0.0,0.6717410582375821,0.5082870448284441,0.3662061768565172,0.0,0.0,0.39534955010667927
87,02EE0lRw2QHL2HAu50TYI5,0,1,0.033,0.96,0.00278,0.296,0.727,0.04927096853780719,0.8285714285714286,0.4,0.8181818181818182,0.8287404819197679,0.523827348122359,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,4bvisc710cyNYiwjL8mcZo,0,1,0.0296,0.878,5.66e-06,0.709,0.766,0.0502032089720348,0.6836734693877552,0.376,0.8181818181818182,0.831591785608333,0.48293279095882136,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,61qk62IaVEstkEPhYOgMXV,0,1,0.0361,0.916,0.000382,0.103,0.778,0.049876706928547676,0.636734693877551,0.279,0.6363636363636364,0.8183736031908231,0.5883666078893844,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,0UToQ33vXNQ78H3e8KqsfQ,0,1,0.0544,0.988,0.89,0.124,0.381,0.06042500241356747,0.6724489795918368,0.0935,0.09090909090909091,0.7277746646009823,0.45161246679684863,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
91,0wkL4PYH8vGoU4UERFPYRv,0,0,0.0382,0.986,0.29,0.117,0.5,0.06274035109361424,0.6571428571428571,0.0544,0.0,0.613326960477305,0.39898800853247707,0.8,0.0,0.0,0.0,0.0,0.6861455539626874,0.4943481102662791,0.0,0.0,0.5336892585141614
